file_name,y_min,y_max,y_mean,y_std,zcr_mean,zcr_min,zcr_max,spec_cent_min,spec_cent_mean,rms_mean,amp_mean,amp_min,melspec_mean,melspec_std,class
Audio_Files/0dB_fan/id_00/abnormal/00000059.wav,-0.032229632,0.029817304,-6.926849e-07,0.00929539,0.03190368510730859,0.01611328125,0.0546875,1056.2309292316809,1195.7703578522999,0.009262616,0.020296158,0.012418651,0.020323254,0.11901888,1
Audio_Files/0dB_fan/id_00/abnormal/00000071.wav,-0.03445023,0.028664887,-6.0278813e-07,0.00949348,0.02189448593387471,0.009765625,0.03466796875,703.9650791574813,800.3278228445201,0.00944161,0.020580284,0.013374855,0.021240966,0.12859447,1
Audio_Files/0dB_fan/id_00/abnormal/00000065.wav,-0.034896623,0.028661883,5.6342396e-06,0.009543028,0.027962315110208816,0.0107421875,0.0478515625,871.7763619267033,998.8655251969763,0.009508244,0.020938125,0.0151185095,0.02151901,0.12543072,1
Audio_Files/0dB_fan/id_00/abnormal/00000273.wav,-0.024784595,0.026773177,5.817374e-07,0.006058754,0.057801850710556844,0.017578125,0.08740234375,1112.6325686946473,1419.440256400732,0.0060142553,0.01600713,0.010260573,0.0084599545,0.032596953,1
Audio_Files/0dB_fan/id_00/abnormal/00000267.wav,-0.034779884,0.037045524,1.2825717e-06,0.004874258,0.049731048796403714,0.0166015625,0.27978515625,771.7664069575734,1154.0082536424823,0.004714841,0.0123077575,0.0057318914,0.0051480113,0.024881182,1
Audio_Files/0dB_fan/id_00/abnormal/00000298.wav,-0.028796403,0.024189748,2.2883426e-06,0.0063548004,0.028822188587587005,0.0107421875,0.060546875,684.7669785171485,818.1394951509857,0.006306168,0.015382052,0.009074297,0.009380133,0.04558949,1
Audio_Files/0dB_fan/id_00/abnormal/00000307.wav,-0.029531144,0.029033938,-2.343879e-06,0.0068175425,0.04210774361948956,0.02001953125,0.0615234375,898.4657679740951,1046.077693446439,0.0067752143,0.017377907,0.009667459,0.010702187,0.042653117,1
Audio_Files/0dB_fan/id_00/abnormal/00000313.wav,-0.025295638,0.025813008,-2.5927725e-06,0.0061852853,0.057864160382830626,0.021484375,0.07568359375,1005.8945588469161,1226.7001846511723,0.0061495765,0.016526539,0.009143599,0.008855718,0.03080539,1
Audio_Files/0dB_fan/id_00/abnormal/00000139.wav,-0.031326566,0.031089988,3.5673133e-06,0.010191412,0.046597438732598605,0.025390625,0.0732421875,1591.0365413464187,1829.3781278588724,0.010149724,0.02248811,0.015462707,0.023783404,0.164229,1
Audio_Files/0dB_fan/id_00/abnormal/00000105.wav,-0.03175966,0.033088643,-3.834505e-06,0.0091703925,0.02408552059164733,0.0087890625,0.041015625,766.8277098074807,917.2054734949251,0.009122933,0.020196423,0.0105208075,0.019707272,0.11779858,1
Audio_Files/0dB_fan/id_00/abnormal/00000111.wav,-0.03501462,0.031563994,-1.9451171e-07,0.009479147,0.02447070765661253,0.0087890625,0.052734375,650.8789747517735,905.7770879729121,0.009433582,0.02077167,0.012283644,0.021136098,0.12891218,1
Audio_Files/0dB_fan/id_00/abnormal/00000110.wav,-0.030465188,0.031656265,-2.8682567e-07,0.009276836,0.023758111586426916,0.009765625,0.041015625,780.8983025704363,928.4275987013983,0.009221372,0.020279849,0.010811795,0.020237802,0.1236958,1
Audio_Files/0dB_fan/id_00/abnormal/00000104.wav,-0.037465274,0.031660393,4.5580117e-07,0.009312804,0.028618266023781903,0.013671875,0.046875,869.9114275327593,992.101824539788,0.009273931,0.020781206,0.013401104,0.020466601,0.11628538,1
Audio_Files/0dB_fan/id_00/abnormal/00000138.wav,-0.038854107,0.037665352,4.029858e-06,0.011587512,0.01789647078016241,0.0078125,0.0400390625,600.963889755126,828.9272227352609,0.011523178,0.024328576,0.0149427,0.031698234,0.21062122,1
Audio_Files/0dB_fan/id_00/abnormal/00000312.wav,-0.031323936,0.031929534,-1.0240281e-07,0.006701208,0.03555389899941996,0.01513671875,0.06005859375,802.4844792169317,946.1183332031203,0.0066584805,0.016615232,0.010014818,0.010381456,0.044027057,1
Audio_Files/0dB_fan/id_00/abnormal/00000306.wav,-0.027974492,0.026592532,-2.7894685e-06,0.0063785184,0.04014782120069606,0.01953125,0.0595703125,809.7771673893593,986.188647489092,0.0063244994,0.016541341,0.009979573,0.009360491,0.040342227,1
Audio_Files/0dB_fan/id_00/abnormal/00000299.wav,-0.029805556,0.028486159,1.3568737e-06,0.0065008746,0.05675391531322506,0.0263671875,0.09228515625,1020.4598599959905,1302.737629215186,0.006467265,0.017343119,0.010767663,0.009673564,0.03453131,1
Audio_Files/0dB_fan/id_00/abnormal/00000266.wav,-0.0294674,0.030263718,-1.8033605e-06,0.006669944,0.040855885658352666,0.01904296875,0.06103515625,863.5206412013887,1029.019159268034,0.006592939,0.017025502,0.009182865,0.010305638,0.049536128,1
Audio_Files/0dB_fan/id_00/abnormal/00000272.wav,-0.02812877,0.02832955,-7.3679314e-07,0.0060804165,0.05834564421403712,0.03369140625,0.07666015625,1043.1313691098844,1308.9871521838356,0.0060103294,0.016015759,0.00943635,0.008569234,0.032007195,1
Audio_Files/0dB_fan/id_00/abnormal/00000064.wav,-0.035720237,0.037836336,-3.5414564e-06,0.009833833,0.015600076131090487,0.005859375,0.0361328125,466.8188469925502,607.7790124113022,0.009747022,0.020117583,0.0114571,0.022854213,0.14376518,1
Audio_Files/0dB_fan/id_00/abnormal/00000070.wav,-0.035685204,0.033790827,3.1433623e-07,0.009217401,0.034027878480278426,0.0078125,0.07177734375,820.7615288745426,1136.8902202645445,0.009153248,0.020844083,0.011954234,0.019774241,0.11712112,1
Audio_Files/0dB_fan/id_00/abnormal/00000058.wav,-0.034741335,0.03091838,-1.9362494e-06,0.009754681,0.02349414515661253,0.00830078125,0.0439453125,765.709045035399,914.3308834258004,0.009681384,0.020880913,0.014108374,0.022412544,0.1414817,1
Audio_Files/0dB_fan/id_00/abnormal/00000066.wav,-0.036131933,0.028281383,-2.1339133e-06,0.009374536,0.02787054995649652,0.0146484375,0.05322265625,861.3623598900484,976.4110378042953,0.009332975,0.020365266,0.013499276,0.020755865,0.119718894,1
Audio_Files/0dB_fan/id_00/abnormal/00000072.wav,-0.03131109,0.02910149,4.9073165e-06,0.009419228,0.01789647078016241,0.005859375,0.0654296875,549.1109861887205,679.0146856512018,0.009353695,0.019671781,0.0117167905,0.020942792,0.13352567,1
Audio_Files/0dB_fan/id_00/abnormal/00000099.wav,-0.038471207,0.030771904,4.431474e-06,0.009536304,0.02523315146461717,0.0087890625,0.0419921875,769.2217583469222,910.18789830386,0.009476446,0.021046864,0.013118172,0.021361211,0.12705252,1
Audio_Files/0dB_fan/id_00/abnormal/00000258.wav,-0.025226315,0.024023516,-1.3424519e-06,0.006072822,0.05675844692575406,0.03125,0.07177734375,1132.667460393863,1294.4749852383045,0.0059896875,0.015410327,0.009387999,0.008652713,0.05039558,1
Audio_Files/0dB_fan/id_00/abnormal/00000264.wav,-0.021881709,0.024533415,6.2850324e-07,0.004918299,0.12393280524941995,0.0634765625,0.1875,1702.824374994093,2139.493784621682,0.0048580146,0.013990978,0.007907273,0.004992267,0.023744803,1
Audio_Files/0dB_fan/id_00/abnormal/00000270.wav,-0.026866337,0.03278513,-1.5793286e-06,0.006616014,0.031900286397911835,0.013671875,0.06591796875,710.7564561303597,855.2324669932917,0.006585747,0.016277967,0.009573062,0.0102238925,0.04007282,1
